BLOCK_SIZE = 1
Symmetric Diagonal
      4096	         0	   1.95062	   1.52481
      8192	         0	   7.75963	   6.16607
Symmetric Off-Diagonal
         0	         0	     1e-06	         0
         1	         0	     1e-06	     1e-06
         2	         0	     1e-06	     1e-06
         4	         0	     4e-06	     4e-06
         8	         0	   1.5e-05	   1.2e-05
        16	         0	   6.1e-05	   4.6e-05
        32	         0	  0.000237	  0.000181
        64	         0	  0.000942	   0.00073
       128	         0	   0.00376	  0.002921
       256	         0	   0.01507	  0.011609
       512	         0	  0.060532	  0.047408
      1024	         0	  0.240922	  0.189275
      2048	         0	  0.967879	  0.778744
      4096	         0	   3.91161	   3.08778
      8192	         0	   15.6114	   12.3506
Asymmetric off-diagonal
         1	         0	     1e-06	     2e-06
         2	         0	     1e-06	     1e-06
         4	         0	     4e-06	     3e-06
         8	         0	   1.4e-05	   1.1e-05
        16	         0	   5.4e-05	   4.6e-05
        32	         0	  0.000214	  0.000181
        64	         0	  0.000852	  0.000732
       128	         0	  0.003328	  0.002831
       256	         0	  0.012809	  0.011104
       512	         0	  0.051248	   0.04428
      1024	         0	  0.205278	  0.177231
      2048	         0	  0.821701	  0.714909
      4096	         0	   3.32619	   2.83693
      8192	         0	   13.1614	   11.3414
BLOCK_SIZE = 512
Symmetric Diagonal
         1	         0	     7e-06	     2e-06
         2	         0	     3e-06	     3e-06
         4	         0	     8e-06	     6e-06
         8	         0	   2.2e-05	   1.7e-05
        16	         0	   8.1e-05	   6.4e-05
        32	         0	  0.000311	  0.000248
        64	         0	  0.001222	  0.000604
       128	         0	  0.001884	  0.001532
       256	         0	  0.007575	  0.006039
       512	         0	  0.030126	  0.024104
      1024	         0	  0.120255	  0.096971
      2048	         0	  0.481329	   0.37797
      4096	         0	   1.94656	   1.53247
      8192	         0	   7.76055	    6.0793
Symmetric Off-Diagonal
         0	         0	     1e-06	         0
         1	         0	     1e-06	     1e-06
         2	         0	     2e-06	     1e-06
         4	         0	     5e-06	     4e-06
         8	         0	   1.6e-05	   1.3e-05
        16	         0	   6.2e-05	   4.9e-05
        32	         0	  0.000244	  0.000193
        64	         0	  0.000967	  0.000771
       128	         0	  0.003865	  0.003081
       256	         0	  0.015837	  0.012342
       512	         0	  0.062084	  0.047366
      1024	         0	  0.240925	  0.189653
      2048	         0	  0.961805	  0.762605
      4096	         0	   3.84725	   3.05717
      8192	         0	   15.3909	   12.0292
Asymmetric off-diagonal
         1	         0	     1e-06	     1e-06
         2	         0	     1e-06	     1e-06
         4	         0	     4e-06	     3e-06
         8	         0	   1.4e-05	   1.2e-05
        16	         0	   5.5e-05	   4.6e-05
        32	         0	  0.000209	  0.000181
        64	         0	  0.000832	  0.000721
       128	         0	  0.003321	  0.002819
       256	         0	  0.012947	   0.01141
       512	         0	  0.051247	  0.044232
      1024	         0	  0.204914	  0.178554
      2048	         0	  0.867556	  0.707869
      4096	         0	   3.28665	   2.83181
      8192	         0	   13.1438	   11.3287
BLOCK_SIZE = 1024
Symmetric Diagonal
         1	         0	     8e-06	     2e-06
         2	         0	     2e-06	     2e-06
         4	         0	     7e-06	     6e-06
         8	         0	   2.1e-05	   1.7e-05
        16	         0	   7.8e-05	   6.2e-05
        32	         0	  0.000302	  0.000242
        64	         0	  0.001187	  0.000979
       128	         0	  0.003548	  0.001514
       256	         0	  0.007533	  0.006056
       512	         0	  0.030085	  0.024112
      1024	         0	  0.120092	  0.096252
      2048	         0	  0.481103	  0.382612
      4096	         0	   1.95163	   1.52465
      8192	         0	   7.80215	   6.16615
Symmetric Off-Diagonal
         0	         0	     1e-06	         0
         1	         0	     1e-06	         0
         2	         0	     1e-06	     1e-06
         4	         0	     5e-06	     4e-06
         8	         0	   1.6e-05	   1.2e-05
        16	         0	   6.1e-05	   4.5e-05
        32	         0	  0.000243	  0.000181
        64	         0	  0.000964	  0.000721
       128	         0	  0.003766	  0.002891
       256	         0	  0.015043	   0.01159
       512	         0	  0.060196	  0.046327
